issuekey,topic_3,topic_4,topic_6,topic_11,topic_16,topic_18,topic_12,topic_19,topic_15,topic_9,topic_14,topic_10,topic_0,topic_17,topic_13,topic_1,topic_2,topic_5,topic_7,topic_8
DM-3387,0.0,0.0,0.0,0.0,0.13218694925308228,0.0,0.4861784875392914,0.13173894584178925,0.14937759935855865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3377,0.0,0.0,0.010642077773809433,0.01010061614215374,0.010015271604061127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5048186779022217,0.0,0.0,0.0,0.0,0.33910614252090454
DM-3398,0.013857063837349415,0.013111267238855362,0.015935387462377548,0.015124604105949402,0.40446022152900696,0.01042100228369236,0.012747733853757381,0.01413687039166689,0.012005830183625221,0.013130548410117626,0.013303902000188828,0.014394236728549004,0.011547422036528587,0.01216055266559124,0.010138736106455326,0.012443828396499157,0.01191073190420866,0.010442676953971386,0.012035500258207321,0.366691917181015
DM-3411,0.21018415689468384,0.010498138144612312,0.012759399600327015,0.012110206298530102,0.012007870711386204,0.0,0.010207058861851692,0.011319334618747234,0.0,0.010513576678931713,0.6078938841819763,0.011525407433509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3404,0.21006320416927338,0.01050274632871151,0.012764996849000454,0.0121155371889472,0.012013140134513378,0.0,0.010211538523435593,0.011324302293360233,0.0,0.21013353765010834,0.4083196222782135,0.011530465446412563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3400,0.0,0.0,0.0,0.0,0.15096233785152435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32034575939178467,0.0,0.404230535030365,0.0,0.0,0.0
DM-3419,0.0,0.0,0.49926918745040894,0.010099492967128754,0.010014151223003864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18380795419216156,0.0,0.17299285531044006,0.0,0.0
DM-3437,0.0,0.0,0.3819189667701721,0.0,0.0,0.0,0.0,0.5056441426277161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3442,0.0,0.0,0.0,0.0,0.0,0.0,0.2041020691394806,0.0,0.0,0.0,0.2032703459262848,0.0,0.4960075914859772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3440,0.011096209287643433,0.01049900334328413,0.8090739846229553,0.012111206538975239,0.01200886256992817,0.0,0.01020789984613657,0.011320266872644424,0.0,0.010514442808926105,0.010653258301317692,0.011526359245181084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3451,0.0,0.0,0.7210267186164856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1493755578994751,0.0,0.0,0.0,0.0,0.0,0.0
DM-3450,0.0,0.0,0.6747125387191772,0.01010130811482668,0.17606225609779358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3459,0.0,0.0,0.010643024928867817,0.010101518593728542,0.17608317732810974,0.17301258444786072,0.0,0.0,0.0,0.0,0.174942746758461,0.0,0.0,0.0,0.0,0.0,0.3398907482624054,0.0,0.0,0.0
DM-3456,0.0,0.0,0.010641428641974926,0.01010000891983509,0.010014652274549007,0.0,0.0,0.20169547200202942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20537970960140228,0.0,0.0,0.44748297333717346
DM-3455,0.011096946895122528,0.010499699041247368,0.012761293910443783,0.012112009339034557,0.012009656056761742,0.0,0.01020857598632574,0.011321017518639565,0.0,0.010515141300857067,0.010653965175151825,0.8078271746635437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3454,0.011097748763859272,0.010500459931790829,0.012762217782437801,0.01211288757622242,0.012010525912046432,0.0,0.01020931638777256,0.40959256887435913,0.0,0.010515901260077953,0.010654736310243607,0.01152795646339655,0.0,0.0,0.0,0.4079805314540863,0.0,0.0,0.0,0.0
DM-3453,0.011099779978394508,0.010502382181584835,0.1931208372116089,0.012115106917917728,0.012012723833322525,0.0,0.010211184620857239,0.011323909275233746,0.0,0.010517826303839684,0.010656686499714851,0.011530067771673203,0.0,0.0,0.0,0.40793049335479736,0.22746972739696503,0.0,0.0,0.0
DM-3452,0.011095307767391205,0.010498149320483208,0.012759409844875336,0.21119876205921173,0.012007886543869972,0.0,0.010207069106400013,0.01131934579461813,0.0,0.010513587854802608,0.0106523921713233,0.011525420472025871,0.0,0.0,0.271824449300766,0.0,0.0,0.0,0.34317195415496826,0.0
DM-3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696738600730896,0.0,0.11792672425508499,0.0,0.0,0.0,0.0,0.1162048876285553,0.0
DM-3463,0.0,0.0,0.0,0.0,0.0,0.8777105212211609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3462,0.0,0.0,0.010640958324074745,0.010099554434418678,0.3420681059360504,0.0,0.0,0.36380234360694885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15203876793384552,0.0,0.0,0.0,0.0
DM-3460,0.011096913367509842,0.01049966923892498,0.610203742980957,0.012111973017454147,0.01200962159782648,0.0,0.010208547115325928,0.011320985853672028,0.0,0.01051510963588953,0.010653934441506863,0.011527088470757008,0.0,0.0,0.0,0.2088232785463333,0.0,0.0,0.0,0.0
DM-3470,0.0,0.0,0.01064259186387062,0.010101104155182838,0.010015745647251606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720302104949951,0.17301823198795319,0.0,0.0
DM-3480,0.0,0.0,0.010642481967806816,0.010101000778377056,0.3420313894748688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17417743802070618,0.0,0.3403601348400116,0.0,0.0,0.0,0.0
DM-3493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6324527263641357,0.0,0.0,0.0,0.23535965383052826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3492,0.0,0.0,0.010641854256391525,0.010100403800606728,0.010015050880610943,0.0,0.1745283305644989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721534729003906,0.0
DM-3491,0.28078311681747437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063281655311584,0.11563661694526672,0.0,0.0
DM-3490,0.011097718961536884,0.6076590418815613,0.012762184254825115,0.012112852185964584,0.012010494247078896,0.0,0.010209288448095322,0.011321807280182838,0.0,0.010515873320400715,0.010654708370566368,0.011527926661074162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20755328238010406
DM-3488,0.0,0.0,0.47821205854415894,0.010100015439093113,0.010014666244387627,0.0,0.0,0.0,0.0,0.0,0.19673176109790802,0.0,0.0,0.0,0.18149013817310333,0.0,0.0,0.0,0.0,0.0
DM-3483,0.0,0.0,0.010641115717589855,0.010099702514708042,0.01001435611397028,0.0,0.0,0.0,0.0,0.0,0.4633634388446808,0.0,0.0,0.0,0.0,0.38397303223609924,0.0,0.0,0.0,0.0
DM-3481,0.0,0.0,0.010644657537341118,0.010103065520524979,0.010017689317464828,0.0,0.16216689348220825,0.0,0.18653175234794617,0.0,0.5068097710609436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766427516937256,0.2916218936443329,0.0,0.0,0.0
DM-3522,0.011096350848674774,0.010499137453734875,0.012760610319674015,0.012111358344554901,0.012009012512862682,0.0,0.010208029299974442,0.01132041122764349,0.0,0.01051457691937685,0.010653394274413586,0.011526503600180149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047359585762024
DM-3555,0.011096443049609661,0.010499224998056889,0.012760716490447521,0.012111460790038109,0.01200911309570074,0.0,0.010208114981651306,0.0113205062225461,0.0,0.010514664463698864,0.010653482750058174,0.011526600457727909,0.2083260715007782,0.6069680452346802,0.0,0.0,0.0,0.0,0.0,0.0
DM-3546,0.011095523834228516,0.010498355142772198,0.012759659439325333,0.012110455892980099,0.6092438697814941,0.0,0.010207269340753555,0.011319567449390888,0.0,0.2096041738986969,0.010652601718902588,0.011525645852088928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3544,0.011095241643488407,0.010498087853193283,0.012759334407746792,0.012110147625207901,0.21108439564704895,0.0,0.010207009501755238,0.011319279670715332,0.0,0.01051352545619011,0.20973768830299377,0.01152535155415535,0.0,0.0,0.40628737211227417,0.0,0.0,0.0,0.0,0.0
DM-3558,0.0,0.0,0.29389455914497375,0.0,0.0,0.0,0.4344680905342102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14920632541179657,0.0,0.0,0.0
DM-3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335057199001312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5349393486976624
DM-3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457681864500046,0.0,0.0,0.0,0.0,0.39093291759490967,0.11578529328107834,0.0,0.0,0.0,0.3052269220352173,0.0
DM-3615,0.0,0.0,0.0,0.0,0.0,0.0,0.13101357221603394,0.0,0.1306491494178772,0.0,0.0,0.0,0.13702920079231262,0.36766210198402405,0.0,0.0,0.0,0.0,0.13645711541175842,0.0
DM-3611,0.0,0.0,0.01064428873360157,0.010102723725140095,0.010017341934144497,0.0,0.0,0.0,0.0,0.5066947937011719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339196115732193
DM-3610,0.4350550174713135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291680246591568,0.0,0.1500111073255539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3609,0.0,0.0,0.0,0.7042776942253113,0.0,0.0,0.1660088449716568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3608,0.0,0.498824805021286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13075216114521027,0.13601140677928925,0.0,0.1306091994047165,0.0,0.0,0.0
DM-3596,0.0,0.0,0.010640776716172695,0.010099384933710098,0.01001403946429491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22237414121627808,0.6228363513946533
DM-3593,0.0,0.0,0.0,0.0,0.0,0.0,0.3554955720901489,0.15860894322395325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36251378059387207,0.0
DM-3587,0.0,0.0,0.0,0.0,0.0,0.14322854578495026,0.39192965626716614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641039401292801,0.0,0.19684083759784698,0.0
DM-3653,0.8074310421943665,0.010497843846678734,0.012759038247168064,0.012109866365790367,0.012007532641291618,0.0,0.010206772945821285,0.011319016106426716,0.0,0.01051328144967556,0.010652081109583378,0.01152508333325386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3652,0.8074309825897217,0.010497844778001308,0.012759039178490639,0.012109867297112942,0.012007534503936768,0.0,0.010206775739789009,0.01131901703774929,0.0,0.010513282380998135,0.010652082040905952,0.011525084264576435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3651,0.011097142472863197,0.01049988716840744,0.4110044836997986,0.012112225405871868,0.012009873054921627,0.0,0.010208758525550365,0.011321219615638256,0.4076680839061737,0.01051532756537199,0.010654154233634472,0.01152732688933611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3650,0.0,0.0,0.01064095925539732,0.01009955070912838,0.010014205239713192,0.0,0.0,0.0,0.0,0.0,0.36023178696632385,0.0,0.0,0.0,0.0,0.0,0.48675107955932617,0.0,0.0,0.0
DM-3648,0.8074310421943665,0.010497843846678734,0.012759038247168064,0.012109866365790367,0.012007532641291618,0.0,0.01020677387714386,0.011319016106426716,0.0,0.01051328144967556,0.010652081109583378,0.01152508333325386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3646,0.0,0.0,0.010642393492162228,0.010100926272571087,0.010015558451414108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838160514831543,0.0
DM-3642,0.0,0.0,0.010643134824931622,0.0101016191765666,0.01001625508069992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380659818649292,0.0,0.0,0.0
DM-3641,0.0,0.12275943905115128,0.0,0.0,0.0,0.0,0.0,0.0,0.12448518723249435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6552616953849792
DM-3639,0.011097636073827744,0.010500353761017323,0.01276208832859993,0.39818963408470154,0.012010403908789158,0.0,0.010209212079644203,0.011321722529828548,0.0,0.010515795089304447,0.010654628276824951,0.011527839116752148,0.0,0.0,0.0,0.0,0.20862466096878052,0.0,0.22076357901096344,0.0
DM-3638,0.011099004186689854,0.010501648299396038,0.01276368834078312,0.012114254757761955,0.012011884711682796,0.0,0.010210470296442509,0.8075853586196899,0.0,0.010517091490328312,0.010655941441655159,0.011529260315001011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3630,0.0,0.4346873462200165,0.0,0.0,0.0,0.0,0.0,0.0,0.1364278495311737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30441999435424805,0.0,0.0,0.0
DM-3656,0.0,0.5068451762199402,0.010640743188560009,0.010099357925355434,0.010014004074037075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3390841484069824
DM-3675,0.01385440118610859,0.013108748011291027,0.015932323411107063,0.015121694654226303,0.014993909746408463,0.010418999940156937,0.012745284475386143,0.014134153723716736,0.012003523297607899,0.013128024525940418,0.013301345519721508,0.014391470700502396,0.011545202694833279,0.01215821597725153,0.01013678777962923,0.7581244707107544,0.01190844364464283,0.010440670885145664,0.012033187784254551,0.010519090108573437
DM-3670,0.0,0.0,0.01064234972000122,0.01010087225586176,0.010015515610575676,0.0,0.0,0.0,0.0,0.8388925194740295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3667,0.011095992289483547,0.010498798452317715,0.012760198675096035,0.012111005373299122,0.012008627876639366,0.8046621084213257,0.010207700543105602,0.01132004614919424,0.0,0.010514236986637115,0.010653049685060978,0.01152613665908575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3659,0.011097357608377934,0.010500090196728706,0.012761768884956837,0.012112458236515522,0.012010103091597557,0.0,0.010208955965936184,0.01132143847644329,0.0,0.010515531525015831,0.010654360987246037,0.011527562513947487,0.0,0.0,0.20723585784435272,0.0,0.0,0.0,0.0,0.6056019067764282
DM-3658,0.0,0.0,0.01064196415245533,0.010100508108735085,0.010015154257416725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371556401252747
DM-3657,0.011095790192484856,0.37715521454811096,0.012759965844452381,0.012110747396945953,0.012008406221866608,0.0,0.01020751427859068,0.011319839395582676,0.20871388912200928,0.24107828736305237,0.010652855969965458,0.011525922454893589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3686,0.0,0.0,0.0,0.441395103931427,0.0,0.0,0.0,0.0,0.0,0.13120132684707642,0.0,0.32127097249031067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3684,0.011096476577222347,0.010499256663024426,0.4108855724334717,0.21122059226036072,0.0120091512799263,0.0,0.010208145715296268,0.011320539750158787,0.0,0.010514696128666401,0.010653515346348286,0.01152663491666317,0.0,0.0,0.0,0.0,0.2086126059293747,0.0,0.0,0.0
DM-3679,0.0,0.0,0.010642144829034805,0.010100660845637321,0.010015306062996387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371531963348389
DM-3678,0.13160079717636108,0.0,0.13261358439922333,0.0,0.0,0.0,0.0,0.0,0.13066570460796356,0.0,0.13095785677433014,0.0,0.3800549805164337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530868053436279,0.0,0.12990927696228027
DM-3692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2279849499464035,0.0,0.559920608997345,0.11677730083465576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3691,0.0,0.0,0.0,0.0,0.26088747382164,0.4996984899044037,0.0,0.13172979652881622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3689,0.011098934337496758,0.010501581244170666,0.012763580307364464,0.012114177457988262,0.012011808343231678,0.0,0.01021040603518486,0.21045030653476715,0.0,0.6076533198356628,0.010655873455107212,0.011529186740517616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3707,0.0,0.0,0.010641508735716343,0.010100084356963634,0.010014728643000126,0.0,0.0,0.0,0.0,0.0,0.0,0.8397490978240967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3705,0.1818147897720337,0.0,0.0,0.0,0.0,0.40000107884407043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2933822572231293,0.0,0.0,0.0,0.0,0.0,0.0
DM-3702,0.01385404821485281,0.01310841366648674,0.01593191549181938,0.015121309086680412,0.014993531629443169,0.010418733581900597,0.012744959443807602,0.01413379330188036,0.2605138421058655,0.2617182433605194,0.013301006518304348,0.014391104690730572,0.0115449083968997,0.012157905846834183,0.010136529803276062,0.012441120110452175,0.011908140033483505,0.25902876257896423,0.012032880447804928,0.010518822818994522
DM-3698,0.0,0.0,0.010644312016665936,0.010102746076881886,0.010017364285886288,0.0,0.0,0.0,0.0,0.0,0.0,0.3417670428752899,0.0,0.0,0.0,0.0,0.5058958530426025,0.0,0.0,0.0
DM-3694,0.01385695580393076,0.013111164793372154,0.01593525893986225,0.7607606649398804,0.014996673911809921,0.010420920327305794,0.012747634202241898,0.014136793091893196,0.012005736120045185,0.013130445033311844,0.01330379769206047,0.014394124038517475,0.01154733169823885,0.01216045767068863,0.010138656944036484,0.012443730607628822,0.011910638771951199,0.010442595928907394,0.012035406194627285,0.01052103005349636
DM-3771,0.0,0.5770170092582703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916150987148285,0.0,0.0,0.0
DM-3770,0.0,0.20521052181720734,0.0,0.0,0.0,0.0,0.28249821066856384,0.0,0.0,0.0,0.0,0.30317121744155884,0.0,0.0,0.0,0.0,0.0,0.11833357065916061,0.0,0.0
DM-3769,0.0,0.0,0.0,0.0,0.0,0.0,0.4037540555000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811283349990845,0.0
DM-3768,0.3424922823905945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255695641040802,0.0,0.0,0.0,0.0,0.0,0.0,0.29376697540283203,0.0,0.0,0.0
DM-3763,0.6007819175720215,0.010500239208340645,0.012761949561536312,0.012112629599869251,0.012010272592306137,0.0,0.01020910032093525,0.011321598663926125,0.0,0.010515679605305195,0.010654511861503124,0.011527713388204575,0.0,0.0,0.0,0.0,0.0,0.0,0.2162438929080963,0.0
DM-3749,0.0,0.0,0.0,0.0,0.0,0.39782825112342834,0.0,0.0,0.0,0.0,0.0,0.4870795011520386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3772,0.0,0.0,0.0,0.42394599318504333,0.0,0.0,0.0,0.0,0.3034673035144806,0.14993508160114288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3780,0.0,0.0,0.010642197914421558,0.010100729763507843,0.010015379637479782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380801677703857,0.0,0.0,0.0
DM-3779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618313670158386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3778,0.0,0.0,0.010642862878739834,0.21524681150913239,0.010016003623604774,0.0,0.0,0.2584003210067749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38396593928337097,0.0,0.0,0.0
DM-3775,0.15033262968063354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14338736236095428,0.0,0.0,0.0,0.0,0.0,0.268401175737381,0.32056382298469543,0.0,0.0
DM-3774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10689486563205719,0.40380361676216125,0.0,0.0,0.20535250008106232,0.0,0.0,0.0,0.0,0.2029113620519638,0.0,0.0,0.0
DM-3773,0.011097162030637264,0.010499904863536358,0.8090575933456421,0.01211224403232336,0.012009890750050545,0.0,0.010208776220679283,0.011321239173412323,0.0,0.010515345260500908,0.010654172860085964,0.011527346447110176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3792,0.013855095952749252,0.013109405525028706,0.015933118760585785,0.01512245275080204,0.014994661323726177,0.5074772238731384,0.012745923362672329,0.014134862460196018,0.0120041249319911,0.013128682971000671,0.013302012346684933,0.014392192475497723,0.01154578197747469,0.012158825993537903,0.01013729628175497,0.261054664850235,0.011909040622413158,0.010441194288432598,0.012033791281282902,0.010519618168473244
DM-3790,0.011096308007836342,0.20958144962787628,0.012760561890900135,0.012111312709748745,0.012008973397314548,0.0,0.010207991115748882,0.011320369318127632,0.39275485277175903,0.010514536872506142,0.010653353296220303,0.011526459828019142,0.0,0.22382618486881256,0.0,0.0,0.0,0.0,0.0,0.0
DM-3808,0.011100546456873417,0.010503106750547886,0.012765435501933098,0.01211593858897686,0.012013553641736507,0.0,0.010211889632046223,0.39927801489830017,0.0,0.010518552735447884,0.21975238621234894,0.21071650087833405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3804,0.0,0.13843443989753723,0.0,0.6235625147819519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308819055557251,0.0,0.0,0.0,0.0
DM-3803,0.0,0.0,0.010640709660947323,0.8402488231658936,0.010013976134359837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3800,0.0,0.0,0.15154553949832916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720126211643219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3798,0.1638678014278412,0.16597595810890198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24220822751522064,0.0,0.0,0.0,0.22702999413013458,0.0,0.0,0.0,0.11548276245594025,0.0,0.0
DM-3797,0.2625553607940674,0.013113916851580143,0.01593860238790512,0.015127656981348991,0.014999821782112122,0.010423108004033566,0.012750309891998768,0.014139726758003235,0.012008256278932095,0.013133201748132706,0.26196473836898804,0.014397147111594677,0.2597789764404297,0.01216301042586565,0.01014078501611948,0.012446342967450619,0.011913138441741467,0.010444787330925465,0.012037931941449642,0.010523238219320774
DM-3816,0.01109695341438055,0.010499708354473114,0.012761303223669529,0.012112016789615154,0.012009665369987488,0.0,0.010208584368228912,0.011321025900542736,0.0,0.01051514782011509,0.010653972625732422,0.01152712944895029,0.0,0.8060383200645447,0.0,0.0,0.0,0.0,0.0,0.0
DM-3850,0.011095399037003517,0.010498235933482647,0.012759527191519737,0.01211031898856163,0.012007982470095158,0.0,0.010207153856754303,0.011319439858198166,0.0,0.010513674467802048,0.010652479715645313,0.011525514535605907,0.0,0.0,0.8044465184211731,0.0,0.0,0.0,0.0,0.0
DM-3841,0.0,0.0,0.0,0.0,0.0,0.0,0.2920730412006378,0.0,0.0,0.5770723819732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3840,0.011097373440861702,0.0105001050978899,0.012761786580085754,0.21123813092708588,0.012010120786726475,0.0,0.010208970867097378,0.011321455240249634,0.20859459042549133,0.010515546426177025,0.01065437588840723,0.011527566239237785,0.0,0.0,0.0,0.0,0.0,0.0,0.4078253507614136,0.0
DM-3836,0.21356649696826935,0.0,0.0,0.0,0.15099868178367615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602846086025238,0.0,0.0,0.0,0.359423965215683,0.0,0.0,0.0
DM-3821,0.011098388582468033,0.23310215771198273,0.38729003071784973,0.012113583274185658,0.012011227197945118,0.0,0.010209904052317142,0.011322489939630032,0.0,0.010516507551074028,0.20980073511600494,0.01152862049639225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3863,0.3386986255645752,0.0,0.0,0.0,0.4500044584274292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11613472551107407,0.0
DM-3860,0.013854647986590862,0.013108980841934681,0.015932610258460045,0.015121963806450367,0.014994176104664803,0.010419185273349285,0.012745510786771774,0.014134404249489307,0.012003736570477486,0.013128258287906647,0.01330158207565546,0.014391726814210415,0.011545407585799694,0.01215843204408884,0.010136968456208706,0.012441658414900303,0.7575872540473938,0.010440856218338013,0.012033401057124138,0.010519277304410934
DM-3898,0.0,0.0,0.010640985332429409,0.840244710445404,0.01001423504203558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15065549314022064,0.0,0.5764673352241516,0.0,0.0,0.0,0.0,0.0,0.1484224796295166
DM-3887,0.2927614748477936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14928385615348816,0.0,0.4346994459629059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8612826466560364,0.0,0.0,0.0,0.0,0.0,0.0
DM-3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11606886237859726,0.0,0.6712116599082947,0.0,0.0,0.11595389246940613,0.0,0.0,0.0,0.0
DM-3910,0.17528532445430756,0.22851628065109253,0.010640922002494335,0.010099484585225582,0.010014139115810394,0.0,0.0,0.20747701823711395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254625529050827,0.0,0.0,0.0,0.0
DM-3922,0.409269779920578,0.010497909039258957,0.012759117409586906,0.012109941802918911,0.012007608078420162,0.0,0.010206835344433784,0.40947914123535156,0.0,0.010513346642255783,0.01065214816480875,0.01152515597641468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-3926,0.0,0.3406665623188019,0.010643397457897663,0.010101868771016598,0.010016503743827343,0.0,0.0,0.0,0.0,0.0,0.0,0.17568808794021606,0.0,0.3402453064918518,0.0,0.0,0.0,0.0,0.0,0.0
